NrSiblings,MathScore,ParentEduc,PracticeSport,WklyStudyHours,Gender_male,EthnicGroup_group B,EthnicGroup_group C,EthnicGroup_group D,EthnicGroup_group E,LunchType_standard,TestPrep_none,IsFirstChild_yes
4,58,0,0,2,False,False,True,False,False,False,True,False
2,53,0,2,0,True,False,True,False,False,True,False,True
5,83,2,2,1,False,False,False,True,False,False,True,True
3,77,2,2,1,False,False,True,False,False,True,False,False
3,45,1,2,0,False,False,False,False,True,False,True,True
0,64,1,1,0,False,True,False,False,False,False,False,True
3,44,0,1,2,False,False,False,False,False,False,True,True
1,65,2,1,1,False,False,False,True,False,True,False,True
1,58,2,0,1,False,False,False,False,False,False,True,False
1,55,3,1,1,False,False,False,False,True,False,True,False
2,68,2,0,0,True,False,False,True,False,True,True,True
5,54,2,1,1,False,True,False,False,False,False,True,False
5,53,2,0,1,False,False,False,True,False,True,True,True
0,62,4,2,1,False,False,False,True,False,True,True,True
3,72,0,2,0,True,False,False,False,True,True,True,False
1,59,1,2,0,False,True,False,False,False,True,False,True
3,84,2,1,1,True,False,False,True,False,False,True,True
1,94,2,1,0,False,False,False,False,True,True,True,True
3,90,1,2,2,True,False,True,False,False,True,True,True
4,96,1,2,1,False,True,False,False,False,True,False,False
1,60,1,2,1,False,True,False,False,False,False,False,True
3,48,0,2,1,False,False,False,True,False,False,True,True
3,68,0,1,1,False,False,False,False,False,True,False,False
0,67,0,1,1,False,False,True,False,False,True,False,True
3,63,1,1,0,True,False,True,False,False,True,False,True
2,52,3,1,2,True,False,True,False,False,False,True,True
1,84,0,0,2,True,False,False,False,True,True,True,False
4,93,1,2,1,True,False,False,False,True,False,False,True
1,76,2,2,2,True,True,False,False,False,True,False,True
1,84,1,2,1,False,False,False,False,True,True,True,True
3,78,2,2,2,False,False,True,False,False,True,True,True
1,74,2,1,0,True,True,False,False,False,False,True,True
4,86,0,2,1,True,False,False,True,False,True,True,False
2,55,0,1,1,True,False,False,True,False,True,True,False
1,60,0,2,1,True,False,True,False,False,False,True,True
0,55,1,2,1,True,False,True,False,False,True,True,True
2,68,4,2,1,False,False,True,False,False,False,False,False
4,45,0,1,0,False,False,False,False,False,True,True,False
3,69,0,1,0,False,False,False,True,False,True,True,True
1,83,1,1,1,False,False,False,False,False,True,True,True
1,74,1,1,1,True,False,True,False,False,True,True,True
0,63,3,2,1,True,False,True,False,False,True,True,True
2,71,0,2,1,False,False,True,False,False,True,False,True
1,85,2,0,1,False,False,False,True,False,True,True,True
2,47,0,1,1,True,False,True,False,False,True,False,False
3,88,1,0,1,True,False,False,False,False,True,False,True
4,76,2,2,1,True,False,False,False,True,False,True,True
3,72,2,1,1,False,False,True,False,False,False,True,True
1,52,0,2,0,False,True,False,False,False,True,True,True
3,89,2,1,1,False,False,False,True,False,True,True,False
3,82,1,2,1,False,False,False,True,False,True,True,True
4,64,0,2,1,False,False,True,False,False,True,True,True
3,78,2,2,2,False,False,True,False,False,True,True,False
3,64,0,2,1,True,False,False,False,True,False,False,True
3,64,0,0,1,True,False,True,False,False,True,True,False
4,79,1,2,1,False,False,False,False,False,True,False,True
3,66,0,1,1,True,False,False,True,False,True,False,False
7,63,1,2,1,False,False,True,False,False,True,True,True
2,64,0,2,0,True,False,True,False,False,True,True,True
3,61,1,0,0,False,False,True,False,False,True,True,True
2,88,3,2,1,True,True,False,False,False,True,True,True
4,94,0,2,1,False,False,False,False,True,True,False,True
6,44,1,2,2,False,False,False,True,False,False,True,False
1,64,0,1,0,True,False,False,False,False,False,False,True
2,64,1,1,1,True,False,False,True,False,True,True,True
3,55,1,2,0,False,False,True,False,False,False,True,True
1,74,0,2,1,False,False,True,False,False,False,False,True
2,79,1,1,1,True,False,True,False,False,True,False,True
1,72,4,1,2,False,False,False,True,False,True,True,True
3,46,0,0,1,True,False,False,True,False,False,True,True
5,65,0,1,1,True,False,True,False,False,True,False,True
4,51,0,2,1,False,True,False,False,False,False,False,True
1,60,2,1,2,True,False,True,False,False,False,True,True
7,71,0,0,2,True,False,False,False,True,False,True,True
2,91,0,2,1,False,False,True,False,False,True,True,False
0,55,2,2,0,True,False,True,False,False,True,True,True
1,64,1,2,1,False,True,False,False,False,False,False,True
3,71,3,1,1,True,False,False,False,False,True,True,True
2,72,4,1,2,False,False,False,True,False,True,False,False
4,46,0,1,0,False,False,False,False,False,False,True,False
2,88,2,2,2,True,False,False,True,False,True,True,True
0,70,3,2,1,False,True,False,False,False,False,True,True
1,49,0,2,2,True,False,True,False,False,True,True,True
5,50,0,2,1,True,True,False,False,False,False,True,True
2,90,3,1,1,False,False,False,False,False,True,False,True
2,56,0,2,1,True,False,True,False,False,True,True,True
3,49,4,0,2,False,True,False,False,False,False,False,False
2,74,2,1,1,True,False,True,False,False,False,True,False
4,59,0,2,1,True,False,True,False,False,True,True,False
1,69,1,1,1,True,False,True,False,False,True,True,False
3,78,3,1,1,True,True,False,False,False,True,False,True
0,84,2,1,1,True,False,True,False,False,True,False,True
0,53,1,0,0,True,False,True,False,False,False,True,True
3,83,1,1,1,False,False,True,False,False,True,True,True
1,84,3,0,1,False,True,False,False,False,True,False,False
5,51,0,0,1,False,False,False,True,False,False,False,True
5,63,0,0,0,False,False,False,False,True,False,True,False
4,56,0,2,2,False,False,True,False,False,True,True,False
1,79,0,1,1,True,False,False,True,False,True,True,True
1,31,0,2,0,False,False,True,False,False,False,True,False
1,80,0,1,1,False,False,True,False,False,True,True,True
3,83,2,1,0,False,False,False,True,False,True,True,True
1,57,0,2,1,True,False,True,False,False,False,True,True
2,88,0,1,1,True,False,False,False,True,True,False,True
2,44,1,2,1,False,False,True,False,False,False,False,True
2,48,3,2,1,True,False,True,False,False,True,True,True
2,85,2,1,0,True,False,False,True,False,True,False,True
4,58,2,2,1,False,False,False,False,True,False,True,True
3,68,0,1,1,True,False,False,True,False,False,True,True
0,61,4,2,1,True,False,True,False,False,False,False,True
2,64,1,0,1,True,False,False,True,False,False,True,True
1,79,3,2,1,True,False,True,False,False,False,False,True
2,65,1,2,1,True,False,True,False,False,False,True,True
2,99,1,2,0,True,False,False,True,False,True,True,True
1,56,0,2,0,False,False,False,True,False,True,True,True
5,97,1,1,1,True,False,False,True,False,True,False,True
2,64,3,2,1,True,False,False,True,False,True,True,False
3,87,3,1,1,False,False,False,True,False,True,False,True
0,53,0,2,1,True,True,False,False,False,False,True,True
1,55,2,1,1,True,False,False,False,False,True,True,False
0,78,3,1,2,True,False,True,False,False,True,True,True
3,67,0,1,1,False,False,False,True,False,True,False,True
0,66,1,2,1,False,True,False,False,False,True,False,True
3,67,0,2,0,False,False,False,True,False,False,True,True
2,66,2,0,1,True,False,False,True,False,True,True,True
1,43,1,1,1,False,True,False,False,False,False,True,False
4,67,1,1,0,False,False,True,False,False,True,False,False
3,80,3,2,2,True,False,True,False,False,False,False,True
5,81,4,0,0,True,False,False,True,False,False,False,False
2,81,3,1,2,True,False,False,False,False,True,False,False
0,58,2,1,1,True,False,False,True,False,False,False,True
2,43,0,1,1,False,False,False,False,True,False,True,True
2,46,2,1,2,True,False,True,False,False,False,True,False
3,59,0,1,0,False,False,False,True,False,False,False,True
1,82,1,1,1,False,False,True,False,False,True,True,False
1,78,2,2,0,True,False,True,False,False,True,True,False
1,67,0,1,2,False,False,False,False,True,True,True,False
0,88,0,1,0,True,False,False,False,True,False,False,True
1,50,0,0,1,True,False,False,True,False,False,True,False
1,60,1,2,1,False,True,False,False,False,False,True,False
0,74,0,2,1,False,True,False,False,False,True,False,True
3,82,2,1,2,True,True,False,False,False,False,True,False
3,53,0,1,0,False,True,False,False,False,False,True,True
1,44,0,0,0,False,False,True,False,False,True,False,True
2,61,0,1,0,True,False,True,False,False,True,True,False
1,62,0,1,0,True,False,False,False,False,True,False,True
3,47,0,2,1,True,False,False,True,False,True,True,True
2,69,3,2,0,False,False,True,False,False,True,False,False
2,62,4,1,1,False,False,False,True,False,False,False,False
0,71,0,1,1,False,False,False,True,False,True,True,True
0,77,0,1,1,False,True,False,False,False,True,True,True
0,48,1,1,0,True,False,True,False,False,False,True,True
3,56,2,1,2,False,False,False,False,True,False,True,False
1,71,0,0,2,True,False,True,False,False,False,True,True
0,84,0,2,1,True,False,True,False,False,True,False,True
4,66,2,1,2,True,False,True,False,False,False,True,False
2,66,0,1,0,False,False,False,False,True,True,True,False
1,40,0,1,1,True,False,True,False,False,False,True,True
2,59,1,1,2,False,False,True,False,False,True,True,True
3,62,1,1,1,False,True,False,False,False,False,True,True
2,79,0,2,0,True,False,False,True,False,True,True,True
1,76,2,2,1,False,False,False,True,False,False,False,False
5,30,2,2,1,False,False,True,False,False,False,False,True
2,53,0,1,2,False,True,False,False,False,True,False,True
2,91,0,1,0,False,False,False,False,True,True,True,False
1,48,0,1,1,True,True,False,False,False,True,True,True
1,50,2,1,1,False,True,False,False,False,True,False,False
1,67,3,1,1,True,False,True,False,False,False,False,False
1,29,0,0,0,True,False,True,False,False,False,False,True
1,75,4,2,1,False,True,False,False,False,True,False,True
4,68,1,2,0,False,False,True,False,False,True,False,True
4,78,3,0,1,False,False,True,False,False,False,False,True
2,50,1,1,0,False,False,True,False,False,True,True,False
5,71,3,1,1,False,False,False,True,False,False,False,True
3,68,2,1,1,False,True,False,False,False,False,False,True
1,66,0,1,2,False,False,False,False,False,True,False,False
1,59,3,1,0,True,False,True,False,False,False,True,False
3,77,1,1,1,True,False,False,False,False,True,True,True
1,60,2,2,0,False,False,False,True,False,False,False,False
4,71,2,1,1,False,False,False,False,True,False,True,False
0,58,1,2,1,True,False,True,False,False,False,False,True
2,58,1,1,1,False,False,True,False,False,True,True,True
2,69,1,1,2,False,True,False,False,False,True,False,True
3,59,0,1,1,True,False,True,False,False,False,True,True
4,89,2,1,0,True,False,True,False,False,True,True,True
2,71,0,1,1,False,True,False,False,False,True,True,True
0,83,2,1,1,True,False,True,False,False,True,True,True
1,65,2,1,1,True,False,False,False,False,False,True,True
1,74,3,1,2,False,True,False,False,False,True,False,True
1,76,1,1,1,False,False,False,True,False,True,False,False
0,85,2,2,1,True,False,True,False,False,True,True,True
2,53,0,1,2,False,False,False,True,False,True,True,True
1,99,1,2,1,False,False,False,False,True,True,True,True
2,65,2,1,1,False,True,False,False,False,True,False,True
2,78,3,1,1,False,False,False,True,False,True,False,True
2,71,2,2,1,True,False,True,False,False,True,False,False
1,43,1,2,1,False,True,False,False,False,False,True,True
3,64,2,1,1,False,False,False,True,False,False,True,True
3,75,0,0,0,False,False,True,False,False,True,False,True
1,79,1,0,0,False,False,False,False,True,True,True,False
0,61,3,0,1,False,False,False,False,True,True,True,True
2,58,2,1,1,False,False,False,True,False,True,True,True
2,68,0,0,2,False,False,False,True,False,True,True,True
2,84,1,2,1,True,False,True,False,False,True,False,True
2,46,0,1,0,False,False,False,True,False,False,True,True
0,86,2,1,0,True,False,True,False,False,True,True,True
3,74,1,1,1,True,False,True,False,False,True,True,True
2,59,1,1,0,True,False,True,False,False,True,False,True
6,63,2,2,1,False,False,True,False,False,True,True,True
0,91,0,1,1,True,False,False,True,False,True,False,True
0,36,0,2,1,False,False,False,True,False,True,False,True
1,81,3,2,0,True,False,False,True,False,False,True,True
2,46,2,1,1,True,False,True,False,False,False,False,True
3,57,0,0,0,True,False,False,True,False,True,True,True
0,90,3,2,2,True,False,False,False,True,False,True,True
2,90,1,1,1,True,False,True,False,False,True,False,True
2,56,1,1,1,True,False,True,False,False,False,True,False
0,77,1,1,1,True,False,False,False,False,True,False,True
1,70,0,1,2,False,False,False,True,False,True,True,True
3,41,3,1,0,False,False,True,False,False,True,True,True
1,74,1,1,0,False,False,False,True,False,True,True,False
3,41,0,1,2,False,False,False,True,False,False,False,False
5,45,3,1,2,False,False,True,False,False,True,True,True
2,72,0,1,2,True,False,False,False,False,True,True,False
3,67,1,1,1,False,False,True,False,False,True,True,True
3,83,3,2,0,True,False,False,True,False,True,True,False
1,74,3,1,1,False,True,False,False,False,True,True,True
1,36,0,0,0,True,False,True,False,False,False,False,True
2,54,3,1,0,False,False,True,False,False,False,False,True
1,79,2,2,1,False,False,True,False,False,True,False,True
0,79,1,1,0,False,True,False,False,False,False,False,True
0,61,1,1,0,False,False,False,True,False,True,True,True
5,52,0,1,0,True,True,False,False,False,True,False,False
3,84,1,2,1,True,False,False,False,True,False,True,True
4,59,4,2,1,False,False,False,False,True,False,False,True
1,76,0,2,1,False,False,False,True,False,True,True,False
3,83,0,2,1,True,False,True,False,False,True,False,True
2,73,2,1,1,True,True,False,False,False,True,True,True
1,64,2,2,1,False,False,False,False,False,True,True,True
2,60,0,1,1,True,False,False,False,False,True,True,True
3,76,1,2,1,True,False,False,True,False,True,True,True
1,71,1,2,0,False,False,True,False,False,True,True,True
3,44,4,1,1,True,True,False,False,False,False,False,True
4,61,0,1,0,True,False,False,False,True,True,True,True
1,62,2,1,1,False,False,True,False,False,False,True,True
1,62,0,2,1,True,False,True,False,False,True,True,True
0,72,1,1,1,True,False,True,False,False,True,True,True
0,77,3,1,2,False,False,False,True,False,False,True,True
1,62,0,1,0,False,False,True,False,False,True,False,False
0,74,4,1,1,True,True,False,False,False,True,True,True
2,40,2,1,1,True,False,False,True,False,False,True,True
4,69,0,1,2,False,False,False,True,False,True,True,False
2,70,0,1,2,True,False,False,True,False,True,True,True
2,58,0,1,1,True,False,True,False,False,True,False,True
3,88,0,2,2,False,False,False,True,False,True,True,False
2,93,3,1,0,True,False,False,False,True,True,False,True
2,70,0,2,0,False,False,False,True,False,True,True,True
4,50,0,0,1,True,True,False,False,False,False,False,True
1,51,1,1,0,False,False,False,False,False,True,False,True
0,66,4,0,1,False,True,False,False,False,True,True,True
1,85,1,2,1,True,False,True,False,False,True,True,False
3,63,0,1,1,False,True,False,False,False,True,True,False
2,63,1,2,2,False,False,False,True,False,False,False,True
1,62,4,2,2,False,True,False,False,False,False,False,True
1,85,4,0,1,True,False,True,False,False,True,True,False
1,83,0,2,1,False,False,True,False,False,False,False,True
7,46,2,1,1,True,True,False,False,False,False,True,False
7,68,0,1,1,True,False,False,True,False,True,True,False
0,60,0,2,2,True,False,False,True,False,True,True,True
4,64,0,0,1,False,False,True,False,False,True,False,True
1,67,4,1,1,True,False,True,False,False,False,False,True
0,57,4,1,1,True,False,False,False,False,True,True,True
2,56,0,0,2,True,False,True,False,False,False,True,True
1,77,2,1,1,False,False,False,False,True,True,False,False
1,72,0,2,1,True,False,False,True,False,False,True,True
5,100,2,1,1,True,False,False,False,True,True,True,True
1,64,2,1,0,False,False,False,False,True,True,True,True
3,66,0,2,1,False,False,True,False,False,True,True,True
2,75,2,1,1,True,False,False,True,False,False,True,True
4,45,0,2,0,True,False,True,False,False,False,True,True
2,40,1,1,1,False,False,False,False,False,False,False,False
2,88,0,2,1,True,False,True,False,False,True,False,False
3,67,3,2,1,False,True,False,False,False,True,False,False
2,73,3,2,1,False,False,False,True,False,False,False,True
1,67,0,0,0,False,False,False,False,True,True,True,True
4,85,3,0,0,False,False,False,True,False,True,False,True
1,47,0,1,1,False,False,False,False,False,False,True,True
2,87,3,0,2,True,False,False,True,False,True,False,True
1,58,4,2,1,True,False,True,False,False,False,True,True
0,45,0,2,0,False,False,False,True,False,False,True,True
4,58,0,1,1,False,False,False,False,False,True,True,False
1,71,2,2,1,False,False,True,False,False,False,True,False
3,70,0,0,2,True,False,False,True,False,False,True,False
1,60,1,1,0,True,False,True,False,False,False,False,True
0,58,0,1,0,False,True,False,False,False,True,True,True
3,73,1,2,1,True,False,False,False,True,True,True,True
3,38,2,0,1,False,False,True,False,False,False,False,True
1,57,1,1,2,False,True,False,False,False,True,True,True
3,85,0,1,0,True,False,True,False,False,False,True,False
4,95,4,2,2,True,False,False,True,False,True,True,True
2,67,1,1,1,True,False,True,False,False,True,True,True
1,60,3,1,0,True,False,True,False,False,True,True,True
3,72,2,2,1,False,False,True,False,False,True,False,True
1,62,1,2,1,True,True,False,False,False,False,True,True
2,79,3,1,1,False,False,False,False,False,True,True,True
3,69,0,0,0,True,False,False,False,True,True,True,False
2,56,2,2,0,False,True,False,False,False,True,True,True
1,52,0,1,2,True,False,False,False,False,True,True,True
1,93,2,1,1,True,False,False,True,False,True,True,True
3,40,0,2,1,True,False,True,False,False,False,True,True
2,70,2,0,0,True,False,True,False,False,True,True,False
1,62,0,2,1,True,False,False,False,False,True,True,False
1,62,1,1,2,False,False,False,True,False,False,True,True
3,74,4,0,1,True,False,True,False,False,False,True,True
1,59,4,0,1,True,False,True,False,False,True,True,True
1,38,0,1,0,False,True,False,False,False,False,True,True
0,52,0,2,1,True,False,False,False,True,False,True,True
2,41,0,1,1,False,True,False,False,False,False,True,True
1,73,0,1,2,False,False,False,True,False,True,False,True
1,31,0,2,1,False,False,False,True,False,False,True,True
5,83,2,0,2,False,False,False,True,False,True,False,True
2,70,0,2,1,False,False,True,False,False,True,True,False
1,58,1,1,1,False,False,False,True,False,True,True,False
2,67,0,1,0,False,False,True,False,False,True,True,True
3,73,2,0,0,True,False,True,False,False,False,True,False
0,59,1,1,2,True,True,False,False,False,False,True,True
1,58,4,2,1,False,False,True,False,False,True,False,True
5,64,1,0,1,True,False,False,True,False,True,True,False
0,100,2,1,1,True,False,True,False,False,True,False,True
5,100,4,2,1,True,False,True,False,False,True,True,False
3,51,2,0,1,False,False,False,True,False,True,True,False
4,85,0,2,0,False,False,False,False,True,True,False,False
1,55,0,1,1,True,False,True,False,False,False,True,True
1,36,0,1,1,True,True,False,False,False,False,True,False
3,56,0,2,0,False,True,False,False,False,True,True,False
0,66,0,2,2,False,False,False,False,True,False,False,True
2,89,3,1,0,True,False,True,False,False,True,False,False
1,51,4,2,0,False,False,False,True,False,False,False,True
1,72,0,2,1,False,False,False,True,False,True,False,False
4,84,0,2,1,False,False,False,True,False,True,True,False
2,29,0,2,2,True,False,False,False,False,False,False,True
3,58,1,2,1,False,False,False,True,False,True,True,False
2,76,4,1,1,True,False,True,False,False,True,True,True
1,77,4,1,2,False,False,False,True,False,True,False,False
3,71,1,1,2,True,False,False,False,True,False,True,False
1,43,1,1,1,True,False,False,False,False,True,True,False
5,49,0,1,0,True,True,False,False,False,True,False,True
1,73,3,2,0,False,False,True,False,False,True,True,True
3,94,3,1,1,False,False,False,True,False,True,False,True
3,48,0,1,1,False,False,False,True,False,False,True,True
3,56,1,1,0,False,False,True,False,False,True,True,False
3,56,0,1,2,False,False,True,False,False,True,True,False
2,70,0,1,2,False,True,False,False,False,True,True,True
2,82,2,1,1,False,False,False,False,True,True,False,True
3,66,1,1,1,False,True,False,False,False,True,False,True
3,42,4,2,1,False,False,True,False,False,False,True,True
4,60,3,2,0,True,False,True,False,False,False,True,True
4,74,0,2,0,False,False,False,False,False,True,True,False
5,67,2,2,0,True,False,False,True,False,True,True,True
2,61,4,1,1,False,True,False,False,False,False,True,True
4,55,4,2,1,True,True,False,False,False,True,True,True
0,67,0,1,0,True,False,False,True,False,True,True,True
1,77,0,2,1,True,False,True,False,False,True,False,False
4,81,2,2,1,False,False,False,True,False,True,True,True
1,85,1,2,0,True,False,False,True,False,True,False,False
2,89,1,2,2,True,False,False,False,True,True,False,False
1,71,3,1,2,True,False,False,True,False,False,True,True
1,61,2,1,1,False,False,False,False,True,True,True,True
2,84,0,0,1,True,False,True,False,False,True,True,True
3,65,2,1,1,False,False,True,False,False,False,True,True
2,65,2,0,1,True,False,False,False,True,False,True,True
3,73,1,1,1,True,False,False,True,False,False,True,True
1,78,2,1,1,False,False,False,False,True,True,False,False
0,40,1,2,1,False,False,True,False,False,False,True,True
4,82,1,1,2,False,False,True,False,False,True,True,True
4,73,4,1,0,True,False,False,True,False,True,True,True
2,73,0,0,0,False,False,False,True,False,True,True,False
1,69,1,0,1,False,False,False,True,False,True,True,False
3,61,1,1,1,False,False,False,False,True,False,False,True
1,83,0,1,1,False,False,False,False,True,True,False,True
1,71,0,1,1,True,False,False,True,False,True,False,True
4,50,1,2,1,False,False,False,True,False,False,True,True
1,71,2,1,1,True,False,True,False,False,True,False,False
3,64,3,1,1,False,False,False,True,False,True,False,False
3,56,1,2,0,False,False,True,False,False,True,True,True
3,68,2,1,1,True,True,False,False,False,False,False,False
2,91,4,0,2,True,False,False,True,False,True,True,False
3,29,1,1,1,False,False,False,False,False,False,True,True
1,76,1,1,1,True,False,False,False,True,False,False,True
7,88,2,1,1,True,False,True,False,False,True,True,True
3,62,2,1,2,True,False,True,False,False,True,True,True
3,67,1,1,1,True,False,False,False,False,True,False,False
1,56,2,0,0,True,True,False,False,False,True,True,True
2,64,0,1,1,False,False,True,False,False,False,False,True
3,39,2,2,1,False,False,True,False,False,False,True,True
0,57,0,2,0,True,False,True,False,False,True,False,True
3,94,0,1,2,True,False,True,False,False,True,False,True
1,63,0,2,1,False,False,True,False,False,True,False,False
3,60,0,2,1,True,False,True,False,False,True,True,False
4,90,1,1,1,True,False,False,True,False,True,True,True
4,81,3,2,1,True,False,True,False,False,True,True,False
1,50,0,2,0,True,False,False,True,False,True,True,False
1,47,3,2,1,False,False,True,False,False,False,True,False
4,62,0,1,0,True,False,True,False,False,True,True,True
1,44,3,2,1,False,False,True,False,False,True,True,True
2,74,2,2,1,True,True,False,False,False,True,True,True
3,44,0,1,1,False,True,False,False,False,True,True,False
1,78,1,2,1,True,False,True,False,False,True,True,False
4,44,0,1,0,False,False,False,False,False,True,True,False
0,94,3,1,0,True,True,False,False,False,True,True,True
2,61,0,1,1,False,False,False,False,False,True,True,True
3,47,2,1,1,False,False,False,True,False,False,False,True
1,33,0,2,1,False,False,True,False,False,False,True,True
5,60,0,2,1,True,False,False,True,False,True,True,True
1,58,0,1,0,True,False,False,True,False,False,False,False
0,54,0,2,1,False,True,False,False,False,True,True,True
3,88,0,1,2,True,False,True,False,False,True,False,False
3,65,0,0,1,False,False,False,False,True,True,False,True
2,91,4,2,1,False,False,False,True,False,False,True,True
1,64,1,1,1,True,True,False,False,False,True,True,True
1,36,2,1,2,True,False,True,False,False,False,True,True
2,73,2,1,2,True,False,False,True,False,False,False,False
0,56,2,1,0,True,True,False,False,False,True,True,True
2,59,1,2,0,True,False,False,False,False,True,True,True
0,49,3,2,1,True,False,True,False,False,True,True,True
3,100,1,1,1,False,False,False,False,True,True,True,True
0,76,2,0,1,False,False,True,False,False,True,True,True
3,95,2,1,1,True,False,False,True,False,True,False,False
1,70,0,1,1,False,False,False,False,True,True,True,True
2,70,3,2,0,False,False,False,True,False,True,True,True
3,59,2,1,1,True,False,True,False,False,False,True,False
1,88,0,0,1,True,False,True,False,False,True,True,False
2,78,1,1,1,True,False,True,False,False,True,True,False
1,57,0,1,1,False,True,False,False,False,True,True,True
2,68,0,2,2,True,False,False,True,False,False,True,False
0,76,0,2,0,False,True,False,False,False,True,False,True
2,63,3,2,0,True,False,True,False,False,False,True,False
2,57,1,1,1,False,False,True,False,False,False,True,True
2,68,0,1,0,False,True,False,False,False,True,True,False
3,45,1,1,1,False,True,False,False,False,True,False,False
1,75,4,1,1,False,False,True,False,False,True,True,False
4,80,0,1,1,False,False,False,False,True,True,True,True
1,75,1,2,2,False,False,True,False,False,True,True,True
1,64,0,0,1,True,False,True,False,False,True,True,True
1,53,0,1,0,False,False,True,False,False,False,True,True
3,86,3,2,1,True,False,False,True,False,False,True,True
1,67,0,1,2,True,False,False,True,False,False,True,True
3,52,2,0,1,False,False,True,False,False,False,False,False
4,53,2,0,1,False,False,False,False,False,True,True,True
1,49,0,1,1,False,False,False,False,False,True,True,False
4,46,0,2,2,False,False,True,False,False,False,False,True
3,77,3,1,0,False,False,True,False,False,False,False,False
1,56,2,1,1,False,False,True,False,False,True,True,False
1,52,0,2,0,False,False,True,False,False,False,True,True
3,64,2,1,1,False,False,True,False,False,True,True,True
1,90,1,0,0,True,False,False,True,False,True,True,False
1,63,1,2,2,True,False,False,False,False,True,True,False
3,58,3,1,0,False,False,True,False,False,True,True,True
4,40,3,2,1,False,False,True,False,False,False,True,False
3,58,3,0,1,False,False,True,False,False,True,True,True
1,78,2,1,1,True,False,True,False,False,True,True,True
3,74,4,2,1,True,False,False,True,False,True,True,True
3,51,2,1,1,False,False,True,False,False,False,True,True
0,78,1,1,1,True,True,False,False,False,False,False,True
1,47,0,1,1,True,False,True,False,False,True,False,False
2,85,1,2,2,True,False,True,False,False,True,False,True
2,55,1,2,1,False,False,False,False,False,True,True,True
3,38,2,1,1,False,False,True,False,False,False,True,True
5,41,0,0,0,True,True,False,False,False,False,False,True
3,59,2,1,0,True,True,False,False,False,True,True,True
0,59,0,1,1,False,True,False,False,False,False,False,True
2,52,3,1,1,False,False,True,False,False,False,True,True
2,72,2,0,2,True,False,False,True,False,False,True,False
3,73,0,2,1,True,False,False,True,False,True,True,True
2,40,1,1,0,False,False,True,False,False,True,True,False
2,73,1,2,0,True,False,False,True,False,False,True,False
2,54,1,2,0,True,False,False,True,False,False,True,True
3,63,0,1,0,True,False,True,False,False,True,True,True
2,67,1,0,1,False,False,True,False,False,True,False,False
5,55,2,2,0,False,True,False,False,False,False,True,True
3,58,0,0,1,True,False,True,False,False,False,True,False
3,94,1,1,2,True,False,True,False,False,True,False,True
4,61,1,1,0,False,False,False,False,False,True,True,False
2,75,1,2,1,True,False,True,False,False,True,True,True
2,40,0,2,0,False,False,True,False,False,False,True,False
4,88,0,2,1,True,True,False,False,False,True,False,False
1,52,1,2,1,False,True,False,False,False,True,True,True
1,57,0,2,0,False,True,False,False,False,False,True,True
0,70,3,1,0,True,False,True,False,False,True,False,True
2,64,3,2,0,True,False,False,True,False,False,True,True
1,56,0,1,1,True,True,False,False,False,False,True,True
2,75,3,1,1,False,False,False,False,True,True,True,False
5,71,1,0,1,False,True,False,False,False,True,False,True
0,87,2,2,0,False,False,False,False,True,False,True,True
2,91,0,1,2,True,False,False,False,True,True,False,True
3,76,2,1,2,True,True,False,False,False,False,False,False
2,63,2,1,1,False,False,False,False,True,False,True,False
1,75,0,1,0,True,False,False,True,False,True,False,True
1,84,4,2,0,False,False,False,False,True,True,True,True
2,76,1,0,1,True,True,False,False,False,False,True,True
4,62,0,1,1,False,False,True,False,False,False,True,False
2,63,0,1,1,False,False,False,True,False,True,False,True
0,100,3,1,1,True,False,True,False,False,True,True,True
2,55,3,1,1,False,False,True,False,False,True,False,True
2,82,0,1,0,True,False,False,False,True,True,True,True
0,100,4,1,1,True,True,False,False,False,True,True,True
1,78,1,2,2,True,False,True,False,False,True,False,False
3,40,2,0,1,False,False,False,True,False,True,True,False
0,72,2,1,1,False,False,False,False,False,True,False,True
4,56,0,1,0,True,False,False,True,False,True,True,True
1,38,0,2,0,True,False,True,False,False,False,True,False
1,79,0,2,2,True,False,False,True,False,True,True,True
3,66,4,1,1,True,False,True,False,False,True,False,True
1,69,0,1,1,True,True,False,False,False,False,True,False
2,59,0,2,0,True,False,False,True,False,True,True,False
3,69,3,1,1,True,True,False,False,False,True,True,True
3,78,2,1,1,False,False,True,False,False,True,True,True
1,51,0,0,2,True,False,True,False,False,False,True,False
1,66,0,0,0,True,False,True,False,False,True,True,True
1,67,0,1,1,False,False,False,False,True,True,True,True
1,72,0,1,2,True,True,False,False,False,True,True,True
2,66,1,1,1,True,False,False,True,False,True,True,False
3,51,1,2,0,False,False,True,False,False,True,True,True
3,43,4,0,1,True,False,True,False,False,False,True,True
3,48,0,0,1,False,True,False,False,False,True,True,True
5,55,0,1,0,False,False,True,False,False,True,True,True
7,81,2,2,1,True,False,False,True,False,False,True,False
2,64,1,2,2,False,False,True,False,False,False,True,True
1,59,1,1,1,False,True,False,False,False,True,True,False
1,44,0,0,1,False,False,True,False,False,True,True,True
1,90,2,1,1,True,False,True,False,False,True,True,True
3,61,4,2,0,True,False,True,False,False,False,True,False
0,37,1,2,1,True,True,False,False,False,False,True,True
2,55,1,1,1,False,False,True,False,False,True,False,True
