NrSiblings,MathScore,WritingScore,ParentEduc,PracticeSport,WklyStudyHours,Gender_male,EthnicGroup_group B,EthnicGroup_group C,EthnicGroup_group D,EthnicGroup_group E,LunchType_standard,TestPrep_none,IsFirstChild_yes
2,37,48,1,2,1,0,1,0,0,0,0,1,1
5,47,48,1,1,0,1,1,0,0,0,1,1,0
1,49,58,0,1,0,0,0,0,0,0,0,0,0
1,47,45,0,2,1,1,0,1,0,0,1,0,1
2,88,81,0,2,2,1,0,1,0,0,0,0,1
1,91,97,2,2,2,0,0,0,1,0,1,0,1
6,78,85,4,2,0,0,0,0,0,0,1,1,1
7,62,76,1,0,1,0,1,0,0,0,0,0,0
1,89,76,0,1,0,1,0,1,0,0,1,1,1
2,84,73,4,1,0,1,0,0,1,0,1,1,1
1,56,58,3,1,0,0,1,0,0,0,1,1,1
4,59,63,1,1,2,0,0,0,0,0,1,1,1
3,77,70,1,2,1,1,0,0,1,0,1,1,1
4,82,91,4,2,1,0,0,1,0,0,0,1,1
2,61,50,3,1,1,1,0,1,0,0,1,0,1
4,41,59,2,2,1,0,0,1,0,0,0,1,1
2,66,51,1,0,1,1,0,0,1,0,1,1,1
5,73,84,2,1,1,0,0,0,1,0,0,0,1
2,77,78,2,2,1,0,0,0,1,0,1,1,0
2,73,86,0,0,2,0,1,0,0,0,1,1,1
2,50,62,2,1,0,0,0,0,1,0,1,1,1
1,55,60,0,1,1,1,0,1,0,0,0,0,0
3,56,62,2,1,0,1,0,1,0,0,1,0,0
7,73,81,1,1,1,1,0,1,0,0,0,0,1
3,55,53,0,1,1,1,0,0,1,0,0,1,1
2,60,57,4,1,2,1,0,1,0,0,0,1,1
3,48,35,0,1,2,1,0,0,0,1,0,1,0
2,75,75,1,1,1,0,0,1,0,0,1,1,1
2,48,49,4,2,0,1,0,1,0,0,1,0,0
2,61,61,1,1,1,1,0,0,1,0,0,1,1
4,51,38,2,0,0,1,1,0,0,0,1,1,1
3,57,62,3,2,0,0,1,0,0,0,0,1,0
3,69,70,1,1,1,1,0,1,0,0,1,1,1
1,53,65,2,2,1,0,0,0,0,0,1,1,1
3,78,94,3,2,0,0,0,1,0,0,0,0,1
3,64,79,0,1,0,0,0,1,0,0,0,0,0
1,57,63,1,2,0,0,0,1,0,0,1,0,0
1,68,83,0,2,2,0,0,1,0,0,1,1,1
3,82,81,0,1,1,1,0,1,0,0,1,0,1
0,63,82,2,1,1,0,0,0,1,0,0,0,1
2,69,67,3,2,1,0,0,0,0,1,1,1,0
1,58,61,3,1,0,1,0,1,0,0,0,0,1
3,54,66,0,0,1,0,0,0,1,0,0,1,0
2,61,62,0,1,1,1,1,0,0,0,0,1,1
3,88,85,4,2,0,0,0,0,0,1,1,1,1
4,48,53,0,2,1,0,1,0,0,0,0,1,1
2,47,50,1,2,1,0,0,0,0,1,0,1,0
1,69,84,1,1,0,0,1,0,0,0,0,1,1
2,77,85,4,2,0,0,0,1,0,0,0,1,1
6,96,89,1,1,1,1,0,0,1,0,1,1,0
3,84,93,0,2,0,0,0,1,0,0,1,0,0
1,78,67,1,2,1,1,0,0,0,0,0,1,1
1,70,65,0,1,1,1,0,1,0,0,1,1,0
1,79,80,2,1,1,0,0,0,1,0,1,1,1
1,71,72,3,2,1,1,0,0,1,0,1,0,0
4,54,53,0,2,0,1,0,1,0,0,0,1,1
1,67,71,3,1,2,0,0,0,1,0,1,1,0
4,63,76,0,1,0,0,0,1,0,0,1,0,0
1,83,87,2,1,2,0,0,0,1,0,1,1,0
1,67,66,0,1,1,1,1,0,0,0,1,0,1
2,59,63,1,0,1,0,0,0,1,0,1,1,1
1,61,63,0,1,1,0,0,0,0,1,0,1,0
0,60,52,3,2,1,1,0,0,1,0,1,1,1
3,87,73,1,1,2,1,0,0,0,1,1,1,1
2,90,63,0,2,2,1,0,0,0,1,1,1,0
4,89,84,1,2,1,1,0,0,1,0,1,0,1
1,63,64,3,0,0,1,0,0,1,0,1,1,1
2,74,76,2,0,1,0,0,0,0,1,1,1,0
0,57,70,0,0,2,0,0,1,0,0,0,1,0
5,61,43,1,2,0,1,1,0,0,0,1,1,0
3,56,57,2,2,0,1,1,0,0,0,1,0,1
2,56,67,1,1,0,0,1,0,0,0,1,1,1
0,40,40,0,1,1,1,0,1,0,0,1,1,1
1,43,51,0,0,1,0,1,0,0,0,1,1,1
4,79,92,1,1,1,0,0,1,0,0,0,0,1
5,61,52,1,2,1,1,1,0,0,0,1,1,1
3,61,52,1,1,1,1,0,1,0,0,1,1,1
3,85,65,4,1,1,1,0,0,0,1,0,1,1
2,65,62,1,1,2,0,1,0,0,0,1,1,1
2,60,55,0,2,0,1,0,1,0,0,1,1,1
4,77,69,0,1,2,1,0,0,1,0,1,0,0
4,83,63,3,2,1,1,0,1,0,0,1,1,1
0,63,65,0,0,1,0,0,0,1,0,1,1,1
1,61,53,1,0,1,1,0,1,0,0,0,1,1
1,70,77,0,1,1,0,0,1,0,0,1,1,1
2,73,76,0,2,0,0,1,0,0,0,1,1,1
1,79,91,0,1,1,0,0,0,1,0,1,1,1
1,57,74,0,1,2,0,0,1,0,0,0,0,0
1,98,94,2,2,2,1,0,1,0,0,1,1,1
1,55,59,3,2,2,0,0,0,1,0,0,1,1
3,68,89,1,1,1,0,0,0,1,0,1,0,1
1,50,46,0,2,0,1,1,0,0,0,0,1,1
1,64,53,2,1,1,1,0,0,1,0,0,1,1
1,61,54,2,1,1,1,0,1,0,0,1,1,1
1,79,72,3,1,0,1,0,1,0,0,1,1,1
1,82,81,0,1,2,0,0,0,0,1,1,1,0
5,70,69,0,0,2,1,0,1,0,0,1,0,1
1,76,77,3,1,0,0,0,1,0,0,1,1,0
1,62,70,2,1,1,1,0,0,1,0,0,1,1
1,76,81,1,0,1,0,0,0,0,1,1,0,1
0,50,40,0,1,2,1,1,0,0,0,1,1,1
5,77,69,2,1,2,0,0,1,0,0,1,1,0
3,58,47,0,1,1,1,0,0,1,0,1,1,1
0,66,83,3,1,1,0,0,0,0,1,0,0,1
3,80,91,0,1,1,0,1,0,0,0,1,1,0
5,44,54,4,2,2,0,0,0,1,0,0,1,0
4,76,84,4,1,2,0,0,1,0,0,1,0,1
4,60,60,0,1,1,1,0,1,0,0,0,0,0
0,30,41,1,1,1,0,0,1,0,0,1,0,1
0,61,66,0,2,0,0,0,1,0,0,1,1,1
1,61,51,0,0,1,1,1,0,0,0,0,1,1
1,58,71,3,2,2,0,0,1,0,0,0,1,0
2,56,62,0,1,0,0,0,0,1,0,0,1,0
0,75,71,2,2,1,1,0,1,0,0,0,0,1
2,60,77,1,1,1,0,1,0,0,0,0,0,1
1,50,48,0,1,1,0,0,0,0,1,0,1,0
1,71,72,2,2,1,0,0,0,0,1,1,0,1
2,47,54,1,1,2,0,1,0,0,0,0,1,0
2,58,61,0,2,0,1,0,0,0,1,0,1,1
3,59,55,2,2,0,1,0,0,0,1,0,1,1
3,51,50,0,2,1,1,1,0,0,0,0,1,0
2,87,93,4,1,0,1,1,0,0,0,1,1,1
2,41,51,2,1,1,0,0,0,1,0,1,1,1
4,64,66,0,2,1,0,0,0,1,0,0,1,1
3,43,45,0,1,0,1,0,1,0,0,0,0,1
1,44,64,2,1,1,0,1,0,0,0,1,0,0
1,61,54,0,0,0,1,0,1,0,0,1,0,1
1,82,76,1,2,2,1,1,0,0,0,1,0,0
2,43,51,0,1,1,0,0,0,1,0,0,1,0
1,69,95,4,2,0,0,1,0,0,0,0,0,1
1,85,77,1,2,2,1,0,1,0,0,1,1,1
1,48,43,0,0,1,0,0,0,0,1,1,1,1
2,41,51,1,1,1,0,0,1,0,0,0,1,0
1,73,85,0,2,0,0,1,0,0,0,1,0,0
3,76,68,2,1,0,1,0,0,0,1,1,0,1
3,64,72,0,1,0,0,1,0,0,0,0,1,0
3,78,75,2,1,0,1,0,1,0,0,0,1,1
0,59,63,1,2,0,1,1,0,0,0,0,0,1
3,58,54,0,2,0,0,0,0,0,1,1,1,1
2,75,70,3,1,1,1,1,0,0,0,1,1,0
3,70,71,1,1,1,1,0,1,0,0,0,0,1
2,52,61,0,0,2,0,0,1,0,0,0,1,1
2,92,77,0,2,2,1,0,0,1,0,1,1,0
1,50,64,1,1,2,0,0,0,0,0,1,0,0
2,81,100,4,1,0,0,0,1,0,0,1,0,1
5,80,67,0,2,2,1,0,0,0,0,0,1,1
0,69,66,0,1,1,1,1,0,0,0,1,0,1
2,83,89,0,1,0,0,0,0,1,0,1,1,1
0,73,83,1,2,2,0,0,1,0,0,1,0,1
3,73,70,4,0,2,1,0,0,1,0,0,0,1
2,93,81,2,1,1,1,0,0,0,1,1,1,0
1,77,74,2,1,1,0,1,0,0,0,1,0,0
3,60,54,1,0,1,0,0,1,0,0,1,1,1
4,65,69,1,2,2,1,1,0,0,0,0,1,0
3,79,74,1,1,1,1,0,0,0,0,1,0,0
1,76,88,4,1,1,0,0,0,0,0,0,0,0
2,57,54,0,1,1,0,0,0,1,0,1,1,1
1,74,63,0,1,1,1,0,1,0,0,1,1,1
1,77,68,2,1,0,1,0,1,0,0,1,1,0
1,59,80,0,2,0,0,1,0,0,0,1,1,1
3,48,61,1,2,1,0,0,0,1,0,0,0,1
2,57,66,3,1,1,0,0,1,0,0,1,1,1
3,33,52,0,2,0,0,0,0,1,0,0,0,1
4,72,64,0,1,1,1,0,0,1,0,1,1,1
0,87,84,1,1,2,1,1,0,0,0,1,0,1
5,76,78,0,1,1,1,0,0,1,0,0,0,0
5,65,67,3,1,0,0,0,1,0,0,1,1,1
1,73,79,3,1,1,1,0,0,0,1,0,1,1
3,65,62,1,0,0,1,0,1,0,0,0,1,0
1,68,65,1,1,1,0,0,1,0,0,1,1,1
3,61,69,0,0,2,0,0,0,1,0,1,1,0
0,52,75,0,2,1,0,0,0,1,0,0,1,1
4,59,59,1,0,1,1,0,1,0,0,0,0,0
2,45,64,2,2,1,0,1,0,0,0,0,0,1
2,44,58,1,1,0,0,0,0,1,0,1,1,1
1,57,66,0,2,1,0,0,1,0,0,1,0,1
7,59,52,0,1,1,1,0,0,0,1,1,1,0
2,69,72,1,1,0,0,0,0,0,0,1,1,0
4,74,77,0,0,2,1,0,0,1,0,1,0,1
1,100,99,3,1,2,1,0,0,0,1,1,0,0
3,67,70,0,1,1,1,0,0,1,0,1,0,1
1,91,98,2,1,0,0,0,1,0,0,1,0,1
3,65,78,0,1,1,0,0,0,1,0,1,0,1
4,79,86,1,2,0,0,0,0,1,0,0,1,0
0,97,90,2,1,2,0,1,0,0,0,1,1,1
4,59,65,2,1,1,0,1,0,0,0,0,1,1
3,93,100,4,2,2,0,0,1,0,0,1,0,0
2,70,82,0,1,2,0,1,0,0,0,1,0,1
3,77,92,0,1,1,0,0,0,1,0,1,0,1
3,64,53,0,0,0,1,0,1,0,0,1,1,0
2,61,83,0,1,1,0,1,0,0,0,1,0,0
3,58,67,0,1,1,0,0,1,0,0,1,0,0
2,75,76,3,0,0,1,0,1,0,0,0,1,1
1,62,57,1,1,1,1,1,0,0,0,0,1,1
3,64,72,1,1,1,0,1,0,0,0,1,1,0
1,58,63,0,1,1,0,0,0,1,0,1,0,1
1,47,51,1,2,0,1,0,1,0,0,0,0,0
2,59,62,0,1,2,0,0,1,0,0,0,1,1
3,60,59,4,2,2,1,1,0,0,0,0,1,0
4,62,61,2,0,1,1,1,0,0,0,1,0,0
3,41,48,2,2,1,0,1,0,0,0,0,0,1
1,51,58,2,1,0,0,0,0,1,0,1,1,1
1,68,76,2,2,0,0,0,0,0,1,0,1,1
2,87,70,0,1,1,1,1,0,0,0,1,1,1
7,45,51,1,2,0,0,0,0,0,0,1,1,0
0,83,92,4,1,0,0,0,0,1,0,1,0,1
4,71,84,4,0,1,0,0,0,1,0,0,1,1
2,63,77,0,2,1,0,0,1,0,0,1,0,0
4,62,68,2,2,0,1,0,1,0,0,1,1,1
1,65,73,0,2,0,0,0,1,0,0,1,1,1
2,76,62,0,2,1,1,0,1,0,0,1,0,1
4,45,57,2,2,0,0,0,0,1,0,0,1,1
0,66,75,0,2,1,0,0,1,0,0,0,1,1
0,69,58,0,1,0,1,0,1,0,0,1,1,1
5,71,70,4,2,0,1,0,1,0,0,1,1,1
4,67,63,3,1,1,1,0,0,0,1,0,1,1
4,77,79,3,1,1,0,0,0,1,0,1,0,1
1,100,93,3,2,2,1,0,1,0,0,1,0,0
2,62,75,3,0,1,0,0,1,0,0,1,1,0
1,56,43,1,2,2,1,0,1,0,0,1,1,1
4,63,85,1,1,1,0,0,1,0,0,0,1,1
1,95,89,1,2,1,1,0,1,0,0,1,0,0
4,71,47,0,2,2,1,0,0,0,1,1,1,1
7,62,53,0,1,2,1,0,1,0,0,0,0,1
1,96,100,3,2,0,0,0,0,0,1,1,0,1
1,77,71,0,1,1,1,0,1,0,0,1,1,0
1,62,70,3,1,1,0,1,0,0,0,1,1,1
2,57,66,0,1,0,0,0,0,1,0,1,1,0
5,58,47,0,1,0,1,1,0,0,0,1,1,1
2,49,59,0,2,1,0,0,0,0,1,1,0,1
2,93,76,0,2,2,1,0,0,0,1,1,1,1
2,55,64,1,1,1,0,0,1,0,0,1,1,1
2,61,64,3,1,1,1,0,0,1,0,0,1,1
2,76,82,0,0,1,0,0,0,1,0,1,0,1
0,88,76,4,2,2,1,0,0,0,1,0,0,1
5,55,68,1,2,1,0,0,0,1,0,0,1,1
3,82,82,0,2,2,1,0,1,0,0,1,0,1
3,83,97,4,1,1,0,0,0,1,0,1,0,0
0,67,77,1,2,1,0,0,0,1,0,1,1,1
2,63,55,0,1,0,1,0,1,0,0,1,1,1
0,78,68,3,1,2,1,0,1,0,0,0,1,1
3,57,57,2,2,0,1,1,0,0,0,1,0,0
1,64,58,1,1,1,1,0,1,0,0,1,1,0
1,58,43,0,1,1,1,1,0,0,0,0,1,1
2,66,68,2,1,1,1,1,0,0,0,0,1,1
2,84,97,3,2,1,0,1,0,0,0,0,0,0
0,64,55,1,1,0,1,0,1,0,0,1,1,1
4,41,59,0,1,1,0,0,1,0,0,0,0,0
3,44,53,0,1,1,0,0,1,0,0,1,1,1
3,67,63,4,1,1,1,0,0,0,0,1,1,0
0,71,92,2,2,1,0,1,0,0,0,0,0,1
2,49,62,4,0,1,0,0,1,0,0,0,1,1
1,66,69,0,1,1,1,0,1,0,0,0,1,0
3,74,77,0,1,1,1,0,0,1,0,1,0,1
3,55,45,0,1,0,1,1,0,0,0,1,1,1
1,91,100,4,1,1,0,0,0,1,0,1,1,1
1,64,75,0,0,1,0,0,1,0,0,1,1,0
2,73,68,3,1,1,1,1,0,0,0,1,0,1
0,74,69,1,2,0,1,0,0,1,0,1,0,1
6,71,71,0,1,0,0,0,0,1,0,1,1,1
2,50,55,0,1,0,0,0,1,0,0,1,1,0
1,81,94,0,1,1,0,1,0,0,0,1,0,1
1,82,80,2,1,1,1,0,0,1,0,1,1,0
4,42,52,0,0,1,0,0,0,1,0,1,1,0
2,63,71,1,2,1,0,1,0,0,0,0,1,1
2,37,29,1,2,2,1,1,0,0,0,0,1,1
5,88,92,2,1,2,0,0,0,0,0,1,1,1
1,58,52,2,2,1,1,0,1,0,0,0,1,1
5,79,74,3,2,2,1,0,0,1,0,1,1,1
1,58,66,0,2,1,0,0,1,0,0,0,1,1
1,39,43,1,2,1,1,1,0,0,0,0,0,1
2,75,76,2,2,1,1,0,0,1,0,0,0,1
3,49,58,0,1,2,0,0,1,0,0,0,0,1
3,69,71,2,1,0,0,0,0,1,0,1,1,0
3,55,66,1,0,1,0,0,0,1,0,1,0,0
3,83,65,0,2,1,1,0,0,1,0,1,1,0
5,76,73,0,1,1,1,0,1,0,0,1,1,0
1,67,69,0,0,2,0,0,1,0,0,1,1,1
4,81,72,1,0,1,1,0,0,1,0,1,1,0
1,71,67,2,1,1,1,0,1,0,0,1,1,1
1,64,64,0,1,0,1,1,0,0,0,1,0,1
2,66,68,3,2,1,1,0,1,0,0,1,0,1
0,67,62,2,2,1,0,0,0,0,1,0,1,0
2,68,89,0,1,1,0,0,0,1,0,1,0,1
5,63,72,3,1,1,1,1,0,0,0,0,1,1
2,62,87,0,1,1,0,1,0,0,0,0,0,1
4,57,42,0,1,2,1,0,0,1,0,1,1,1
3,61,66,3,1,0,0,0,1,0,0,1,1,0
4,78,82,3,1,1,1,0,0,1,0,1,0,1
4,51,45,0,2,1,1,0,0,0,0,0,1,0
3,74,86,1,2,0,0,0,1,0,0,1,0,1
3,49,51,4,1,1,1,0,1,0,0,0,1,0
3,79,82,4,0,1,0,0,0,0,1,1,0,1
2,78,84,2,1,0,0,0,0,1,0,1,0,1
3,71,65,0,2,1,1,1,0,0,0,1,0,0
2,92,83,0,1,0,1,0,0,0,1,1,1,1
2,55,66,3,1,0,0,1,0,0,0,0,1,0
1,48,60,0,1,1,0,0,1,0,0,0,0,0
4,71,69,0,1,0,1,0,1,0,0,1,0,0
1,59,44,0,1,1,1,0,0,0,1,0,1,1
1,73,86,0,1,2,0,0,1,0,0,1,1,0
2,66,71,0,0,2,0,0,1,0,0,1,1,1
1,72,75,4,1,0,1,0,1,0,0,1,0,1
3,88,100,2,2,1,0,0,0,0,1,1,0,0
0,72,79,1,0,0,0,1,0,0,0,1,0,1
2,65,81,2,1,2,0,0,0,1,0,0,1,0
2,74,86,1,2,1,0,0,1,0,0,1,0,0
3,71,69,1,1,1,1,0,1,0,0,0,1,1
1,60,56,0,1,1,1,0,0,0,1,1,1,1
3,73,53,3,2,2,1,1,0,0,0,1,1,1
5,82,70,2,2,0,1,0,1,0,0,1,1,1
1,51,58,2,1,1,0,0,1,0,0,1,1,0
2,48,51,0,0,1,1,0,1,0,0,1,1,0
5,62,75,0,0,0,0,0,0,1,0,0,1,1
6,76,94,2,1,1,0,0,0,0,0,0,1,0
4,86,91,1,1,0,0,0,0,1,0,1,1,0
2,46,59,0,0,1,0,0,1,0,0,0,0,0
3,67,77,0,2,2,0,0,0,1,0,1,1,1
0,61,66,3,2,1,0,1,0,0,0,1,0,1
1,83,78,0,1,1,1,0,1,0,0,0,0,1
1,56,60,0,2,1,0,0,0,0,1,0,0,0
0,55,59,0,1,1,0,0,0,1,0,1,1,1
1,61,78,4,1,0,0,0,0,1,0,0,1,1
3,64,55,0,1,0,1,0,0,1,0,1,1,1
4,68,82,2,1,1,0,1,0,0,0,0,1,0
4,43,45,2,0,0,1,0,1,0,0,0,1,0
1,74,62,0,2,2,1,0,1,0,0,1,1,1
0,81,74,1,2,0,1,0,0,0,0,1,1,1
3,84,76,0,0,0,1,0,0,0,1,0,0,1
1,92,100,3,2,1,0,0,0,1,0,1,0,1
1,79,83,1,1,2,0,0,0,1,0,1,1,0
4,70,79,2,0,2,0,1,0,0,0,0,1,1
1,56,51,2,1,0,1,0,1,0,0,1,0,0
0,64,64,2,2,2,1,0,0,0,0,1,1,1
1,68,63,0,1,1,1,0,1,0,0,1,0,0
5,31,41,0,1,0,0,0,1,0,0,0,1,1
2,60,62,0,1,0,1,0,1,0,0,0,0,1
2,82,71,2,2,0,1,0,1,0,0,1,1,1
2,65,91,1,1,0,0,0,1,0,0,1,0,1
0,64,63,0,1,1,1,0,1,0,0,1,1,1
1,91,87,4,2,1,1,0,1,0,0,0,1,0
3,60,56,1,1,2,1,1,0,0,0,1,1,0
4,76,75,0,1,1,1,0,1,0,0,1,1,1
1,72,59,2,0,2,1,0,1,0,0,0,1,1
1,40,53,4,1,1,0,1,0,0,0,1,1,1
3,53,60,1,1,2,1,0,1,0,0,0,0,1
3,88,66,0,2,2,1,0,1,0,0,1,1,1
2,53,64,1,1,1,0,0,1,0,0,0,1,1
4,38,48,1,2,0,0,0,0,1,0,1,1,1
3,59,77,0,2,0,0,0,1,0,0,1,1,1
5,78,92,3,1,2,0,0,1,0,0,0,1,0
4,60,58,2,1,1,1,0,1,0,0,1,0,1
3,75,94,0,2,1,0,0,1,0,0,1,0,1
1,89,77,0,1,1,1,0,0,0,1,1,0,1
1,60,73,2,1,1,0,0,1,0,0,0,1,1
1,42,38,1,1,1,1,1,0,0,0,1,1,1
3,88,83,1,2,1,1,0,0,0,1,0,1,1
2,79,66,0,2,2,1,1,0,0,0,1,0,1
0,70,60,0,1,1,1,0,0,1,0,0,1,1
2,58,56,0,1,1,0,0,0,1,0,1,1,0
1,57,83,1,2,0,0,0,1,0,0,0,0,1
1,71,52,2,2,1,1,0,1,0,0,1,1,1
0,58,76,1,0,1,0,0,0,1,0,1,1,1
3,36,48,2,1,0,0,0,0,1,0,0,1,0
2,59,70,1,2,1,0,0,1,0,0,1,0,1
1,55,57,0,2,2,0,0,1,0,0,0,1,1
0,75,91,3,2,1,0,0,1,0,0,1,1,1
1,78,94,3,2,1,1,1,0,0,0,0,0,0
2,53,41,2,2,1,1,0,1,0,0,0,1,0
0,70,81,2,1,1,0,0,1,0,0,1,1,1
1,81,92,3,1,1,0,0,0,1,0,1,1,1
0,68,87,2,0,1,0,0,1,0,0,1,1,1
1,95,89,2,1,1,1,0,0,0,1,0,1,1
7,66,70,0,1,0,0,0,0,0,1,1,1,0
2,84,73,0,2,0,1,0,0,1,0,1,1,1
2,58,67,0,1,1,0,1,0,0,0,1,1,0
4,66,59,1,1,1,1,0,1,0,0,1,1,1
1,42,52,0,2,1,0,0,1,0,0,1,1,1
1,39,28,2,1,1,1,0,1,0,0,1,1,1
3,79,82,0,1,1,1,0,1,0,0,0,0,0
1,68,72,2,2,2,0,0,0,1,0,0,1,1
0,52,52,1,2,0,1,0,1,0,0,0,0,1
0,73,70,0,2,1,1,0,0,1,0,1,1,1
1,85,94,0,1,1,0,0,0,1,0,1,1,1
1,57,56,0,2,1,1,0,0,0,1,1,0,0
2,52,55,1,2,1,1,0,0,1,0,0,1,0
1,79,86,2,0,1,0,1,0,0,0,1,1,1
3,58,60,0,1,1,1,1,0,0,0,1,1,0
3,79,71,0,2,1,1,0,1,0,0,1,1,1
5,81,77,0,2,0,1,0,1,0,0,1,0,1
1,73,61,4,1,1,1,0,1,0,0,1,1,0
3,83,98,4,1,0,0,1,0,0,0,1,0,1
2,91,78,0,2,1,1,0,0,1,0,1,1,1
0,51,62,0,0,1,0,0,0,1,0,1,1,1
4,61,70,0,1,0,0,0,1,0,0,1,0,0
1,71,62,1,1,0,1,0,0,0,0,1,1,1
2,76,71,1,1,1,1,1,0,0,0,0,1,0
1,56,62,0,2,1,0,0,0,0,0,1,1,1
3,63,62,4,1,1,1,1,0,0,0,0,0,1
1,71,57,0,2,0,1,0,0,0,0,1,1,1
1,65,68,1,1,0,1,0,1,0,0,1,1,0
1,57,50,2,1,0,1,0,0,1,0,1,1,1
4,57,48,1,2,1,1,0,0,0,1,1,1,0
5,71,69,3,1,1,1,0,1,0,0,0,1,1
1,67,61,0,1,0,0,0,1,0,0,1,1,0
1,46,54,0,1,0,0,1,0,0,0,0,1,0
1,69,73,3,1,0,0,1,0,0,0,1,1,1
1,32,40,0,1,1,0,1,0,0,0,0,1,1
3,32,33,0,1,0,1,1,0,0,0,0,1,1
2,51,57,0,1,1,0,0,1,0,0,0,1,1
3,81,90,0,2,2,0,1,0,0,0,1,1,1
1,49,68,1,1,1,0,1,0,0,0,1,1,1
1,77,85,1,1,1,0,0,1,0,0,1,1,1
3,95,82,0,1,2,1,0,0,1,0,1,1,1
3,79,92,0,2,1,0,1,0,0,0,1,0,1
2,93,76,3,2,1,1,1,0,0,0,1,1,0
3,74,76,3,2,1,0,0,0,1,0,1,1,0
2,79,90,2,1,1,0,0,1,0,0,0,0,0
3,65,80,0,0,1,0,1,0,0,0,1,0,1
5,49,46,1,2,2,1,1,0,0,0,1,0,1
1,72,70,2,2,2,1,0,0,1,0,0,0,1
1,75,81,2,1,2,0,1,0,0,0,1,1,1
1,32,47,0,2,1,0,0,1,0,0,0,0,1
2,88,79,1,1,2,1,0,0,0,1,1,1,1
1,51,52,0,1,1,0,0,0,0,0,0,1,1
3,70,76,0,1,0,0,0,0,0,1,1,1,0
0,37,55,1,1,0,0,0,1,0,0,0,0,1
2,90,97,2,0,2,0,0,0,1,0,1,1,0
5,66,75,0,0,1,0,0,0,1,0,1,0,0
1,49,66,1,1,0,0,0,1,0,0,0,1,0
4,58,75,0,0,1,0,0,0,0,1,0,1,0
3,70,63,0,1,0,1,0,1,0,0,1,0,0
3,47,54,0,0,1,0,0,1,0,0,1,0,1
1,45,48,0,1,1,1,0,1,0,0,0,1,1
2,53,58,1,0,1,1,1,0,0,0,0,1,1
2,47,47,4,0,2,1,0,0,1,0,0,1,0
3,50,63,0,2,1,0,1,0,0,0,1,1,1
3,63,73,0,1,2,0,0,1,0,0,1,1,1
2,80,80,2,1,2,0,0,1,0,0,1,1,1
2,64,69,0,0,2,1,0,0,1,0,0,1,0
3,47,57,0,1,1,0,0,0,0,0,0,0,0
4,93,87,0,2,1,1,0,0,0,0,1,0,0
0,81,80,4,0,1,1,0,0,1,0,1,1,1
1,67,58,1,2,1,1,0,0,0,1,0,1,1
2,59,71,0,2,0,0,0,1,0,0,1,0,0
1,57,68,1,2,0,0,0,1,0,0,1,1,1
1,42,56,0,1,2,0,0,0,1,0,1,1,1
0,93,90,4,1,2,1,0,1,0,0,1,1,1
1,69,63,1,2,0,0,1,0,0,0,1,1,0
4,50,48,0,2,1,0,0,1,0,0,0,1,1
0,90,77,1,1,1,1,0,0,0,1,0,1,1
2,73,68,1,1,2,1,0,0,0,0,0,0,0
1,74,64,0,2,2,1,0,1,0,0,1,1,0
4,83,88,0,2,0,0,0,0,0,1,1,0,0
4,49,54,4,1,1,0,0,0,1,0,0,0,0
1,62,50,0,2,1,1,0,1,0,0,1,1,1
1,81,85,4,1,1,0,1,0,0,0,1,0,1
1,58,53,2,1,1,1,1,0,0,0,0,1,1
5,51,57,0,1,1,0,0,0,1,0,1,1,0
0,43,35,0,2,1,1,0,1,0,0,0,1,1
1,89,84,0,1,2,0,0,0,0,1,1,1,0
2,70,84,0,2,0,0,0,0,1,0,0,0,1
4,62,76,1,1,1,0,0,0,1,0,1,1,1
1,63,54,1,2,0,1,0,0,0,1,1,1,0
1,97,100,2,1,1,1,1,0,0,0,1,0,1
1,98,80,1,2,2,1,0,1,0,0,1,1,1
2,78,72,0,1,1,0,0,0,1,0,1,1,1
5,89,77,2,1,1,1,0,0,1,0,1,1,1
3,54,51,1,1,1,1,0,1,0,0,0,0,1
1,62,78,1,1,1,0,0,0,1,0,0,0,0
3,52,38,0,0,0,1,1,0,0,0,1,1,0
0,77,74,3,1,1,1,0,1,0,0,0,1,1
2,79,78,4,1,1,1,0,1,0,0,1,1,0
4,60,77,2,1,0,0,1,0,0,0,1,0,1
3,67,80,1,2,0,0,1,0,0,0,1,1,1
1,95,100,2,2,1,0,0,0,1,0,1,1,1
3,47,49,1,2,1,1,0,1,0,0,0,1,1
0,73,63,0,1,2,1,0,1,0,0,1,1,1
1,58,58,2,1,1,1,0,1,0,0,0,1,1
1,81,78,2,1,1,1,0,1,0,0,1,1,1
3,58,55,0,1,2,1,1,0,0,0,0,1,1
1,90,79,1,1,2,1,0,0,1,0,1,1,1
1,82,74,1,1,0,1,0,0,0,1,1,0,1
4,71,67,1,1,1,1,0,1,0,0,1,1,1
1,57,53,1,1,1,1,0,1,0,0,0,1,1
1,80,78,0,0,1,0,1,0,0,0,1,1,1
1,57,64,3,1,1,0,0,1,0,0,1,1,1
3,72,69,1,1,0,1,0,1,0,0,1,1,0
2,82,86,0,2,1,0,0,1,0,0,1,1,1
3,63,61,0,1,1,1,0,1,0,0,1,1,1
4,45,55,0,2,1,0,1,0,0,0,0,1,1
2,96,78,0,1,1,1,0,0,1,0,1,1,0
3,67,84,0,1,0,0,0,1,0,0,0,0,0
0,62,70,0,2,1,0,0,1,0,0,1,0,1
3,56,54,0,2,1,1,0,0,0,0,0,0,0
