NrSiblings,MathScore,AvgWritingReading,ParentEduc,PracticeSport,WklyStudyHours,Gender_male,EthnicGroup_group B,EthnicGroup_group C,EthnicGroup_group D,EthnicGroup_group E,LunchType_standard,TestPrep_none,IsFirstChild_yes
3,98,93.0,2,1,1,1,0,1,0,0,1,0,1
4,79,91.5,2,2,2,0,0,1,0,0,1,0,1
0,82,75.5,0,2,2,1,0,0,0,0,1,1,1
2,68,81.5,2,1,0,0,0,1,0,0,1,1,1
4,59,61.5,3,2,0,0,1,0,0,0,1,1,0
3,44,40.5,1,0,1,1,0,1,0,0,0,1,1
3,53,53.0,0,2,1,0,0,0,0,1,1,0,1
3,57,72.0,2,1,0,0,1,0,0,0,1,0,1
3,64,73.5,0,2,1,0,0,0,0,0,1,0,1
3,64,66.0,1,2,1,0,0,0,0,1,1,1,0
1,67,71.0,4,1,1,1,1,0,0,0,0,1,1
2,55,72.5,4,1,1,0,0,1,0,0,0,1,0
2,70,67.5,1,1,0,1,0,0,1,0,1,1,0
2,54,58.5,0,0,1,0,0,0,1,0,0,1,1
5,56,62.0,0,1,0,1,0,1,0,0,1,0,0
3,84,87.5,0,1,1,0,0,1,0,0,1,1,1
4,78,87.5,0,1,1,0,0,0,1,0,1,0,1
1,69,71.5,0,1,0,0,0,1,0,0,1,0,0
3,69,67.5,2,2,1,1,0,0,1,0,0,1,0
0,46,50.5,1,2,2,1,1,0,0,0,1,1,1
4,55,72.0,2,1,1,0,0,0,1,0,1,1,1
4,50,43.5,1,2,1,1,1,0,0,0,1,1,1
2,68,65.5,0,0,0,1,0,0,1,0,1,1,1
1,57,57.0,1,1,1,1,0,0,0,0,1,1,1
1,79,78.0,0,1,1,0,0,0,0,1,1,1,0
2,45,55.5,0,0,1,0,0,1,0,0,0,1,1
3,74,65.5,1,2,0,1,0,0,1,0,1,1,1
4,67,63.0,1,1,0,1,0,0,0,1,0,1,1
3,44,51.5,0,2,1,0,0,0,1,0,0,1,1
4,61,56.0,2,2,1,1,0,0,1,0,1,0,1
3,48,54.5,2,0,1,0,0,0,0,1,1,1,0
0,54,51.0,1,1,0,1,0,1,0,0,1,0,1
2,47,68.0,0,0,1,0,0,0,1,0,0,1,1
4,74,73.0,3,2,1,0,0,0,0,1,1,0,0
1,57,64.0,1,1,0,0,0,1,0,0,1,1,0
2,62,65.5,0,0,1,0,0,0,1,0,1,0,1
0,65,69.0,1,1,0,0,1,0,0,0,1,1,1
1,97,95.5,0,1,0,1,0,0,0,1,1,0,1
5,78,67.0,4,0,0,1,0,1,0,0,1,1,1
2,64,72.5,1,0,1,0,0,1,0,0,1,1,1
2,37,61.5,3,2,0,0,0,1,0,0,0,1,1
4,32,44.0,0,1,0,0,0,0,1,0,0,1,0
2,37,63.5,0,0,1,0,1,0,0,0,0,0,1
3,87,94.0,3,1,1,0,0,0,0,0,1,0,1
1,52,66.5,4,2,1,0,0,1,0,0,0,1,1
3,71,72.0,1,2,1,1,0,0,0,0,1,0,0
1,44,60.0,1,1,0,0,0,0,0,0,0,1,0
3,51,57.0,1,1,2,0,0,0,1,0,0,1,0
3,41,48.5,0,2,1,0,0,0,1,0,0,1,1
2,47,61.5,1,0,1,0,0,1,0,0,0,1,1
0,57,53.5,0,2,2,0,0,0,1,0,1,1,1
3,52,47.5,0,2,0,1,0,0,0,0,1,1,1
7,69,81.5,1,2,0,0,1,0,0,0,1,0,1
0,45,51.5,2,2,0,0,0,0,0,0,0,1,1
4,84,82.0,2,1,1,1,0,1,0,0,0,0,0
0,50,50.0,3,1,0,1,0,0,1,0,0,1,1
3,74,63.5,4,2,1,1,1,0,0,0,0,1,0
2,72,78.5,0,1,1,0,0,1,0,0,0,1,1
3,75,75.5,1,0,1,1,1,0,0,0,1,1,1
1,79,75.0,0,2,0,0,0,1,0,0,1,1,1
1,57,47.5,2,2,2,1,0,1,0,0,0,1,1
1,83,86.5,1,2,2,1,0,0,0,0,1,0,1
2,73,80.5,4,2,1,1,0,1,0,0,0,0,0
2,61,70.5,2,1,1,0,0,1,0,0,0,1,1
2,70,84.5,0,1,0,0,0,0,1,0,1,0,1
1,100,82.0,1,2,1,1,0,0,0,1,1,1,0
4,57,58.0,0,2,1,1,0,0,1,0,0,1,0
4,53,48.0,0,1,0,1,0,0,0,0,0,1,0
0,66,69.5,1,2,1,0,0,1,0,0,0,1,1
2,55,53.0,2,1,1,1,0,0,1,0,0,1,1
2,51,46.5,0,1,1,1,0,1,0,0,0,1,0
3,75,77.0,2,1,2,0,0,0,0,0,1,1,1
7,95,78.5,3,2,1,1,0,0,1,0,1,1,1
3,87,73.5,4,1,0,1,0,0,0,1,1,1,1
0,80,74.5,0,1,1,0,0,0,1,0,1,1,1
0,91,89.5,3,2,2,1,0,0,1,0,1,0,1
1,74,67.0,1,2,0,1,0,1,0,0,1,1,1
3,69,77.0,2,2,0,0,0,0,1,0,1,1,1
1,59,44.0,3,1,1,1,0,0,0,0,1,1,1
4,65,63.0,0,2,1,1,0,0,0,1,0,1,1
1,80,72.5,2,1,0,1,0,1,0,0,1,1,1
4,28,41.5,1,1,0,0,0,1,0,0,1,1,0
2,27,30.0,2,0,1,1,1,0,0,0,0,1,1
1,59,60.0,1,1,1,0,0,1,0,0,1,1,0
1,63,56.5,2,1,1,1,0,0,0,0,1,1,0
3,91,86.5,3,1,1,1,1,0,0,0,1,0,1
4,90,83.0,1,0,2,1,0,1,0,0,1,1,1
3,100,94.5,4,1,2,1,0,0,1,0,1,0,1
2,61,57.5,0,2,0,1,0,0,0,1,1,1,1
3,58,71.0,2,1,1,0,0,0,1,0,0,1,1
3,51,55.5,1,1,0,1,1,0,0,0,0,0,0
3,62,66.0,2,1,1,1,0,1,0,0,1,0,1
1,39,46.5,3,2,1,1,0,1,0,0,1,1,1
3,76,70.0,0,0,0,1,0,0,0,0,1,1,1
3,85,80.5,3,2,1,0,0,1,0,0,1,1,0
5,64,63.0,0,2,1,1,0,0,0,0,1,1,1
2,69,58.0,3,1,0,1,0,0,1,0,0,1,1
2,60,71.0,0,2,1,0,1,0,0,0,1,1,1
3,85,79.0,3,2,2,1,0,0,1,0,1,1,1
3,89,90.0,4,1,0,1,0,0,1,0,0,0,1
3,76,89.5,1,1,2,0,0,1,0,0,1,0,0
2,76,75.5,1,2,1,1,1,0,0,0,1,0,1
1,91,87.0,1,1,1,1,0,0,1,0,0,0,1
3,83,88.5,2,2,0,0,0,1,0,0,0,1,1
2,71,81.5,2,1,1,0,0,0,0,1,0,0,0
3,83,81.0,1,1,1,1,1,0,0,0,1,1,0
4,92,96.0,1,2,1,0,0,0,0,1,1,1,0
1,82,64.0,0,2,0,1,1,0,0,0,0,1,1
2,71,59.0,1,2,1,1,0,1,0,0,1,1,1
1,54,49.5,0,1,1,1,0,0,0,1,1,1,0
3,71,72.5,0,1,2,0,1,0,0,0,1,0,1
3,64,65.5,2,1,2,0,0,0,1,0,1,1,1
1,65,63.0,2,0,0,0,1,0,0,0,1,1,0
3,79,92.0,3,1,0,0,0,1,0,0,1,1,0
2,65,85.0,3,2,0,0,0,1,0,0,1,1,1
3,59,47.5,0,1,2,1,0,0,0,1,0,0,0
3,66,58.0,0,0,1,1,0,0,0,1,1,1,0
2,86,84.5,0,1,0,1,0,1,0,0,1,1,1
1,80,85.0,2,1,1,0,0,0,0,0,1,1,0
3,83,80.5,2,1,0,1,0,1,0,0,1,0,1
1,69,76.0,0,1,1,0,1,0,0,0,1,0,0
2,61,63.5,3,1,2,0,0,0,0,1,0,1,0
0,62,59.0,0,2,1,1,0,0,1,0,1,1,1
4,80,85.5,2,2,1,1,0,0,1,0,1,1,1
3,59,52.5,1,0,1,1,0,1,0,0,0,1,1
1,79,82.0,0,1,1,1,0,1,0,0,1,0,1
4,80,91.5,3,2,1,0,0,0,0,1,1,0,1
1,93,96.5,1,0,1,0,0,0,0,1,1,1,1
1,75,79.0,3,1,2,0,1,0,0,0,1,1,1
0,85,86.5,1,1,1,0,0,1,0,0,1,0,1
1,73,70.0,1,1,1,1,0,0,0,0,1,1,1
2,58,60.5,0,1,1,1,0,1,0,0,1,1,1
1,48,65.0,0,2,0,0,0,0,1,0,1,1,0
0,90,77.0,0,2,2,1,0,1,0,0,1,0,1
2,73,62.0,1,1,0,1,0,0,0,1,1,1,1
2,79,70.5,3,1,2,1,0,0,0,1,1,0,0
2,76,80.5,1,2,1,1,0,1,0,0,1,0,0
3,56,65.5,3,1,1,0,1,0,0,0,1,1,0
3,54,45.5,0,0,0,1,1,0,0,0,1,1,0
1,60,56.5,2,1,0,1,1,0,0,0,0,1,0
2,64,78.5,3,1,0,0,0,0,1,0,1,0,0
2,73,73.5,0,1,1,1,0,0,0,1,1,1,0
0,71,62.0,1,2,1,1,0,0,1,0,0,1,1
3,54,69.0,0,1,1,0,1,0,0,0,1,1,0
7,78,72.0,0,0,1,0,0,0,0,1,1,1,1
4,62,71.0,3,1,1,0,0,0,0,1,0,0,1
3,63,62.5,0,0,0,1,0,1,0,0,0,0,0
1,66,80.5,4,1,0,0,0,0,1,0,1,1,1
2,97,97.0,0,2,2,0,0,0,0,1,1,0,0
2,54,52.5,2,0,1,1,0,1,0,0,1,1,0
5,48,63.0,0,2,2,0,0,1,0,0,0,0,1
2,73,87.5,1,1,1,0,0,1,0,0,1,1,1
0,43,40.0,0,1,1,1,1,0,0,0,1,1,1
0,64,69.0,0,1,0,0,1,0,0,0,1,1,1
3,66,66.5,0,2,1,1,0,0,1,0,0,1,0
3,94,77.5,0,2,1,1,0,0,0,1,1,1,1
2,72,67.5,0,2,1,0,1,0,0,0,1,1,0
1,53,66.5,2,1,0,0,1,0,0,0,0,0,0
4,69,82.5,0,1,1,0,0,0,0,1,1,0,0
1,63,66.0,4,1,2,1,1,0,0,0,0,1,1
2,90,79.5,0,1,0,1,0,0,0,1,0,1,0
0,67,54.5,0,2,0,1,0,1,0,0,1,1,1
1,52,63.0,2,1,1,0,0,1,0,0,0,1,1
1,66,76.5,2,1,0,0,0,1,0,0,0,1,0
2,32,43.0,0,0,1,0,0,1,0,0,1,1,1
1,63,57.5,2,2,1,1,0,0,0,0,0,0,1
2,91,91.5,2,1,1,1,0,1,0,0,1,0,1
1,81,85.5,2,2,2,0,0,0,1,0,1,1,1
1,46,66.0,2,1,0,0,0,0,0,0,1,0,1
4,56,69.0,3,1,1,0,0,1,0,0,1,0,1
2,77,80.0,1,2,1,0,0,1,0,0,1,1,0
2,97,84.0,0,2,1,1,0,0,1,0,1,1,1
2,58,78.5,2,1,1,0,0,1,0,0,0,1,1
5,71,78.0,1,2,0,0,0,0,1,0,0,1,1
2,55,66.0,0,1,1,0,0,1,0,0,0,0,1
3,79,78.5,0,2,1,0,0,1,0,0,1,1,1
3,67,68.5,2,1,1,1,0,1,0,0,1,0,1
2,46,42.5,0,1,0,1,0,0,1,0,1,1,0
1,84,93.5,0,2,1,0,0,0,0,0,1,0,0
5,80,75.5,0,1,0,1,1,0,0,0,1,1,1
3,64,78.0,1,1,1,0,0,0,0,0,1,0,0
3,52,60.5,2,1,1,0,0,0,1,0,1,1,1
1,70,71.0,3,1,1,1,0,0,1,0,0,0,1
0,66,61.0,3,2,2,0,1,0,0,0,1,1,1
0,60,51.5,0,1,0,1,1,0,0,0,0,0,1
2,70,72.0,4,1,0,0,0,0,0,1,1,1,1
2,42,39.0,1,1,1,1,0,1,0,0,0,1,1
3,61,63.0,0,1,2,1,0,0,0,1,0,1,0
5,79,87.0,0,0,1,0,0,0,1,0,1,1,0
0,46,44.0,0,0,1,1,0,0,1,0,0,1,1
2,69,68.5,4,2,2,0,1,0,0,0,1,1,0
0,77,75.0,0,1,1,0,0,0,0,1,1,1,1
2,51,70.5,1,2,0,0,0,0,0,1,0,1,1
4,74,64.0,1,2,1,1,0,1,0,0,1,0,0
1,75,63.0,0,1,1,1,0,0,1,0,1,0,1
3,76,78.0,2,2,1,1,1,0,0,0,0,1,1
4,68,77.5,4,0,1,0,0,0,1,0,1,1,1
0,41,61.5,1,2,1,0,1,0,0,0,0,1,1
5,70,66.0,0,0,1,1,0,0,1,0,1,0,1
2,53,75.5,0,1,1,0,0,0,1,0,1,1,1
2,57,62.5,1,1,0,1,0,1,0,0,1,1,1
0,64,62.5,2,2,1,1,0,0,1,0,1,0,1
0,85,91.5,0,1,0,1,0,1,0,0,1,0,1
2,53,70.5,0,1,2,0,1,0,0,0,1,1,0
1,59,57.0,0,1,2,1,0,1,0,0,1,1,0
1,76,60.5,3,2,1,1,1,0,0,0,1,1,1
2,65,66.5,1,2,0,1,0,1,0,0,0,1,0
1,48,63.5,0,2,0,0,0,1,0,0,0,1,1
1,69,86.0,0,1,2,0,0,1,0,0,1,1,0
4,97,84.0,1,1,1,1,0,0,0,1,1,1,1
0,65,62.0,0,2,0,0,0,0,0,1,1,1,1
3,47,52.0,0,1,1,0,1,0,0,0,0,1,0
1,100,90.0,1,1,2,1,0,0,1,0,1,1,0
3,80,75.0,2,0,1,1,1,0,0,0,1,0,1
1,70,71.0,3,0,1,0,0,0,0,1,1,1,1
0,84,90.0,1,1,1,0,1,0,0,0,1,0,1
0,43,50.0,1,1,1,1,0,0,1,0,0,0,1
5,73,82.5,2,2,2,0,0,1,0,0,1,1,0
2,88,83.5,0,1,1,1,0,0,1,0,1,0,0
3,71,73.0,0,1,1,1,0,1,0,0,1,1,0
2,63,75.5,1,0,1,0,1,0,0,0,1,0,0
3,75,61.5,1,1,1,1,0,0,0,1,0,0,1
4,40,56.5,0,1,0,0,0,0,1,0,0,0,1
2,52,44.0,3,0,1,1,0,0,1,0,0,1,0
3,65,78.5,2,1,2,0,0,1,0,0,1,1,0
0,71,50.5,3,2,2,1,0,1,0,0,0,1,1
3,51,61.5,1,2,0,0,0,0,1,0,1,1,1
1,71,78.0,0,2,1,0,0,0,0,1,0,1,1
3,74,71.0,1,1,2,1,0,0,1,0,0,0,0
1,49,54.5,0,0,1,0,0,1,0,0,0,1,1
3,79,88.0,1,1,1,0,0,1,0,0,1,1,1
5,63,57.5,0,1,1,1,0,1,0,0,0,1,1
1,59,84.5,0,1,0,0,0,0,0,0,1,0,0
4,58,64.0,1,0,0,0,0,0,1,0,1,1,1
1,92,88.5,2,2,1,1,0,1,0,0,1,1,0
1,65,80.0,1,2,1,0,0,0,0,1,1,0,1
2,77,89.5,2,1,1,0,0,1,0,0,1,1,1
3,81,95.0,3,2,1,0,0,0,0,0,1,1,1
3,77,78.5,1,1,1,0,0,0,0,1,1,1,0
1,80,89.0,1,2,1,0,0,0,1,0,0,1,0
2,70,63.5,3,2,1,1,0,1,0,0,1,1,1
1,73,64.5,3,1,1,1,0,1,0,0,1,1,1
2,96,95.0,0,2,1,0,1,0,0,0,1,0,1
3,76,85.0,0,1,1,0,0,0,1,0,1,0,0
2,80,87.5,0,1,1,0,0,1,0,0,1,1,1
2,53,58.5,2,2,1,1,0,1,0,0,0,1,0
4,70,85.5,1,1,1,0,0,0,1,0,1,0,1
1,58,61.0,0,2,0,1,0,0,0,0,1,0,1
1,49,51.0,1,1,0,1,1,0,0,0,0,1,1
0,80,70.5,2,2,1,1,0,1,0,0,1,1,1
2,68,77.0,3,1,0,0,0,0,0,1,0,1,1
2,67,58.5,2,1,1,1,0,1,0,0,0,1,1
2,74,81.0,0,2,0,0,0,0,0,1,1,1,0
2,72,79.0,0,0,1,0,0,0,1,0,1,0,0
2,56,61.5,2,2,2,0,0,0,0,1,0,1,1
2,48,73.5,3,1,0,0,0,0,0,0,0,1,1
1,85,78.5,0,1,0,1,0,0,1,0,1,0,1
4,79,72.5,1,0,1,1,0,1,0,0,1,1,1
2,70,71.0,3,2,1,1,0,0,1,0,0,0,0
1,35,39.0,1,2,2,0,1,0,0,0,0,1,0
3,82,91.5,3,1,1,0,0,1,0,0,1,0,1
5,79,73.0,2,1,1,1,1,0,0,0,1,1,1
0,77,75.0,2,1,2,1,0,1,0,0,1,1,1
1,81,78.0,4,1,1,1,1,0,0,0,1,0,0
1,95,94.0,4,0,1,1,1,0,0,0,1,0,1
4,78,70.0,3,2,0,1,0,0,0,0,1,1,1
2,46,63.5,1,2,1,0,0,1,0,0,0,0,0
1,74,63.0,1,2,2,1,0,0,0,1,0,1,0
2,69,70.5,1,1,0,0,0,0,0,1,1,1,0
2,89,71.5,1,1,2,1,0,0,0,1,1,1,1
4,91,98.0,1,2,2,0,0,0,0,1,1,0,1
2,64,77.5,1,0,1,0,0,0,1,0,1,1,1
2,82,80.0,2,1,1,1,1,0,0,0,1,1,0
1,36,51.5,0,1,0,0,0,0,0,1,1,1,1
0,66,70.5,4,2,2,1,0,0,1,0,0,0,1
1,57,76.5,1,2,1,0,0,1,0,0,1,1,1
0,71,64.5,1,1,0,1,0,1,0,0,1,1,1
4,45,60.5,0,2,0,0,0,1,0,0,0,1,1
2,63,77.5,1,1,1,0,1,0,0,0,1,1,0
2,86,83.0,0,2,2,1,0,0,0,1,1,0,1
3,65,87.5,0,1,2,0,0,1,0,0,1,0,1
5,93,81.0,2,1,2,1,0,1,0,0,0,1,0
1,68,63.0,3,1,0,1,0,0,1,0,0,1,1
2,61,72.0,3,1,0,0,0,0,1,0,1,0,1
3,89,71.5,0,2,1,1,0,0,1,0,1,1,1
0,48,54.0,0,1,0,0,0,1,0,0,1,1,1
2,64,57.0,2,1,0,1,0,1,0,0,1,0,1
1,64,66.5,0,2,2,1,0,1,0,0,1,0,0
3,58,59.5,0,0,1,1,1,0,0,0,1,0,0
3,91,94.0,2,1,2,0,0,1,0,0,1,1,1
3,76,75.5,0,1,1,1,0,1,0,0,1,0,0
5,60,65.5,0,1,0,0,0,0,1,0,1,0,1
0,82,84.5,0,2,1,0,0,1,0,0,1,0,1
1,57,67.5,0,1,1,0,0,1,0,0,0,1,1
4,60,48.5,0,2,1,1,1,0,0,0,0,1,1
2,81,76.5,0,2,0,1,1,0,0,0,1,1,0
2,50,53.0,3,1,1,0,0,1,0,0,1,0,1
3,59,59.5,1,2,1,0,0,0,1,0,0,1,0
3,85,87.0,2,1,1,0,0,0,0,0,1,1,1
3,81,81.0,2,1,1,1,1,0,0,0,1,0,1
5,36,50.5,1,1,2,0,0,1,0,0,0,0,1
1,32,54.0,3,1,1,0,0,1,0,0,0,1,0
4,65,62.0,0,1,0,1,0,0,1,0,0,1,1
1,55,70.5,2,1,0,0,1,0,0,0,1,1,1
0,61,72.0,0,2,1,1,0,1,0,0,0,0,1
2,65,72.5,2,1,1,1,0,1,0,0,1,1,0
2,77,84.5,0,2,1,0,1,0,0,0,1,0,1
1,71,73.5,0,1,2,1,0,1,0,0,0,0,1
3,80,71.5,2,1,0,1,0,1,0,0,1,1,1
2,80,79.0,3,0,2,1,0,0,1,0,1,1,0
1,72,79.0,1,0,0,0,0,0,1,0,1,1,0
1,50,55.0,1,1,1,0,0,1,0,0,1,1,1
1,100,89.5,2,2,1,1,0,0,0,1,0,0,0
1,68,69.5,0,2,2,1,0,0,1,0,1,0,0
1,73,76.0,0,1,1,0,1,0,0,0,1,0,1
1,47,56.0,4,0,0,0,1,0,0,0,1,1,0
3,71,78.5,2,1,1,1,0,1,0,0,0,1,1
3,42,39.0,4,0,0,1,0,1,0,0,0,1,1
2,56,47.0,1,2,0,1,1,0,0,0,1,0,1
1,81,73.5,1,1,2,1,0,1,0,0,1,0,1
1,65,72.5,0,1,1,0,0,1,0,0,1,0,0
4,60,62.5,2,2,1,0,0,1,0,0,0,1,1
5,69,67.5,3,1,1,1,0,1,0,0,0,0,1
1,52,60.0,0,1,2,0,0,0,1,0,1,0,1
5,85,78.5,2,2,1,1,0,1,0,0,1,0,0
1,65,54.0,0,1,1,1,0,1,0,0,1,1,1
1,73,70.0,0,1,1,1,0,0,0,1,0,1,1
2,54,56.0,1,2,0,0,1,0,0,0,1,1,0
4,65,73.5,3,2,1,0,0,0,0,0,0,1,1
3,74,73.0,0,2,1,0,0,0,1,0,1,1,1
1,57,50.5,0,1,1,1,1,0,0,0,1,1,0
3,69,58.5,0,0,0,1,0,0,1,0,1,0,1
3,74,82.5,0,0,1,0,1,0,0,0,1,0,0
1,82,83.5,1,0,0,1,0,0,1,0,1,0,1
1,66,63.0,3,1,0,1,1,0,0,0,1,1,0
2,54,67.0,0,1,2,0,1,0,0,0,0,1,1
2,62,73.0,0,1,0,0,0,1,0,0,1,0,1
0,40,39.5,2,2,1,0,0,0,1,0,1,1,1
3,51,35.0,0,2,1,1,0,0,1,0,1,1,1
1,73,78.0,2,1,0,0,0,1,0,0,1,1,0
0,64,52.0,0,2,1,1,0,0,1,0,1,1,1
1,53,72.0,1,1,2,0,1,0,0,0,0,1,0
2,63,52.5,3,1,1,1,0,0,0,0,1,1,0
3,64,76.5,0,1,0,0,0,1,0,0,1,1,1
2,87,69.0,0,1,1,1,0,1,0,0,1,1,1
0,57,66.0,0,2,2,0,1,0,0,0,0,1,1
1,52,55.0,2,2,0,1,0,1,0,0,0,1,0
3,58,65.5,0,1,1,0,0,0,1,0,1,0,0
1,76,78.5,0,1,0,0,0,0,1,0,1,0,1
1,50,43.5,0,1,1,1,0,1,0,0,0,1,0
2,80,80.0,2,2,2,0,1,0,0,0,1,1,1
0,28,44.5,1,1,2,0,0,0,1,0,0,1,1
3,48,43.5,0,2,1,0,0,0,0,1,1,1,0
4,58,72.5,0,1,0,0,1,0,0,0,1,1,1
1,55,38.5,0,0,2,1,0,0,1,0,1,1,0
1,77,92.5,2,2,0,0,1,0,0,0,1,0,1
1,65,80.0,0,2,1,0,1,0,0,0,0,1,1
2,88,82.0,1,0,1,1,0,0,0,1,1,1,0
1,60,64.0,2,1,2,0,0,0,1,0,1,1,1
3,82,80.0,2,0,1,1,0,0,0,1,1,1,1
2,43,43.5,1,2,1,0,0,0,0,1,0,0,1
1,79,81.5,2,1,0,0,0,1,0,0,1,1,0
2,36,36.5,2,1,0,1,0,0,1,0,0,1,0
3,95,91.5,0,1,1,0,0,0,0,1,1,0,1
2,72,59.0,0,1,0,1,0,1,0,0,1,1,0
7,61,64.5,2,2,1,0,0,0,0,0,1,1,1
2,78,82.5,0,1,2,0,0,0,1,0,1,1,1
3,76,72.0,1,1,1,1,0,0,0,1,0,0,1
2,68,66.0,1,1,1,1,0,0,1,0,0,0,0
3,56,58.0,1,1,0,0,0,0,1,0,1,1,1
3,90,88.5,3,1,1,1,0,0,1,0,1,0,1
3,74,88.5,1,1,1,0,0,0,1,0,1,0,0
2,55,73.5,3,1,1,0,0,0,1,0,0,1,0
2,47,40.5,0,1,1,1,1,0,0,0,0,1,1
1,83,88.0,0,1,2,1,0,1,0,0,1,1,1
3,75,71.5,1,1,1,1,0,1,0,0,1,1,1
0,69,63.5,0,2,1,1,0,1,0,0,1,1,1
1,78,65.0,2,2,2,1,0,1,0,0,0,1,1
2,80,88.5,0,1,0,0,0,0,1,0,1,1,0
1,49,45.5,1,0,0,1,0,0,0,1,0,1,1
2,39,61.5,1,1,0,0,0,0,1,0,0,0,1
1,60,74.5,2,0,1,0,0,0,1,0,1,1,0
0,47,48.0,1,2,2,1,0,0,1,0,0,1,1
2,72,67.0,2,2,1,1,0,0,0,0,1,1,1
1,39,57.5,0,2,2,0,0,0,1,0,0,0,1
2,36,45.0,2,2,2,0,0,1,0,0,0,1,1
3,63,68.0,4,1,1,0,1,0,0,0,1,1,0
1,72,57.0,1,1,2,1,0,0,0,1,0,1,0
2,59,62.5,0,1,1,0,0,0,1,0,1,0,1
1,67,62.5,1,2,0,1,0,1,0,0,1,1,1
3,54,63.0,1,1,1,0,0,1,0,0,0,1,0
1,66,77.0,1,0,0,1,0,1,0,0,0,0,0
1,81,73.0,0,2,2,1,0,0,1,0,0,0,0
1,64,79.5,1,0,0,0,0,1,0,0,1,0,1
3,53,68.5,3,1,1,0,0,1,0,0,1,0,1
3,44,54.5,0,1,1,0,1,0,0,0,0,0,1
2,51,48.0,1,2,2,1,0,0,0,0,0,1,0
0,73,73.0,3,1,1,1,0,1,0,0,1,1,1
3,89,89.5,3,2,0,0,0,0,0,1,1,0,0
3,61,72.5,0,2,2,0,0,1,0,0,1,1,0
1,78,89.0,1,1,2,0,0,0,0,0,1,1,0
2,89,80.0,4,2,1,1,0,1,0,0,1,1,0
6,74,82.5,0,1,0,0,0,0,1,0,0,0,1
2,91,100.0,2,2,1,0,0,0,1,0,1,1,1
4,36,35.5,0,1,1,1,0,1,0,0,0,0,1
1,56,56.5,3,2,1,1,0,1,0,0,1,1,1
4,53,42.5,3,0,1,1,1,0,0,0,1,1,0
1,50,53.0,0,2,2,0,0,1,0,0,0,1,1
2,55,64.5,1,2,2,0,0,0,1,0,0,1,1
1,54,53.5,0,1,1,1,1,0,0,0,0,0,0
1,80,77.5,0,1,1,1,0,1,0,0,1,1,1
0,69,75.5,1,2,0,0,0,0,0,1,0,0,1
1,55,62.5,0,1,0,0,1,0,0,0,1,1,1
2,45,44.0,2,1,1,1,0,1,0,0,1,0,1
2,62,65.0,0,1,1,0,1,0,0,0,0,1,0
4,70,66.0,0,2,0,1,0,0,0,0,1,1,1
2,54,43.5,1,1,1,1,0,0,0,1,1,1,1
3,65,58.0,1,2,2,1,0,0,0,1,1,0,0
4,46,43.5,2,1,0,1,0,0,1,0,1,1,1
4,64,66.5,1,1,0,0,0,0,0,1,1,1,1
4,68,72.5,0,1,0,0,0,1,0,0,1,1,0
2,66,60.5,0,2,2,1,0,0,1,0,1,1,0
0,62,61.5,2,1,2,0,1,0,0,0,0,0,1
2,86,86.0,0,1,1,1,0,1,0,0,1,1,0
3,59,63.0,1,1,1,0,0,0,0,1,0,1,0
5,70,61.0,2,1,1,1,0,0,1,0,1,1,0
0,53,65.0,1,2,1,0,0,1,0,0,1,0,1
0,65,77.5,0,0,1,0,0,0,0,1,0,1,1
1,75,79.0,1,2,1,1,1,0,0,0,1,1,1
3,75,67.5,3,1,1,1,1,0,0,0,1,1,1
2,70,79.0,0,1,1,0,1,0,0,0,1,1,1
3,62,67.0,0,1,0,0,0,1,0,0,1,1,0
2,53,52.5,0,1,1,1,0,0,0,1,0,1,1
2,40,50.0,3,0,1,0,0,0,1,0,1,1,1
0,64,80.0,0,1,0,0,0,0,1,0,1,1,1
7,99,100.0,3,2,2,0,0,0,0,1,1,0,1
1,67,64.5,1,1,1,1,0,0,0,0,0,0,1
2,79,94.0,4,1,1,0,0,0,1,0,1,1,1
2,81,71.0,0,2,1,0,0,0,0,1,1,1,1
2,67,67.5,0,2,0,1,0,0,1,0,1,1,1
1,65,74.0,1,2,2,0,0,1,0,0,1,1,0
2,100,90.5,2,2,1,1,0,0,0,0,1,1,1
2,99,94.0,3,2,1,1,0,0,1,0,1,1,0
3,72,79.5,2,0,1,0,0,1,0,0,1,1,1
5,61,60.0,1,1,1,0,0,1,0,0,1,1,1
3,67,71.5,0,1,1,0,0,1,0,0,1,1,1
1,39,56.0,1,2,0,0,0,0,1,0,0,1,1
4,70,68.0,0,0,2,0,0,1,0,0,0,1,1
2,79,81.0,0,0,1,0,0,1,0,0,0,0,1
5,38,59.5,0,2,1,0,1,0,0,0,1,1,0
1,68,58.0,0,1,1,1,0,1,0,0,1,0,0
3,63,71.5,4,2,0,0,0,1,0,0,0,0,0
1,88,87.0,0,2,1,1,0,1,0,0,1,1,1
1,88,77.5,1,1,2,1,0,0,0,1,0,1,1
1,96,98.5,0,2,2,0,0,0,1,0,1,0,1
1,51,47.0,0,1,2,1,0,0,0,1,0,1,0
2,52,63.0,0,2,1,0,0,0,0,1,0,1,0
0,67,62.5,0,2,1,0,0,0,0,1,1,1,1
5,99,95.0,2,1,1,1,0,0,1,0,1,0,0
3,83,79.0,1,1,0,1,0,1,0,0,1,0,1
0,72,65.5,0,1,1,1,0,0,1,0,0,1,1
4,64,69.0,1,1,0,0,0,0,1,0,1,1,0
